OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4995210-1111-F,2019-11-11,,,WFWQC_UT-4995210,STORET-897674100,,,,Flow,,0.46,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4996047-0404-F,2019-04-04,,,WFWQC_UT-4996047,STORET-897674292,,,,Flow,,0.2,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4995467-1015-F,2019-10-15,,,WFWQC_UT-4995467,STORET-897674254,,,,Flow,,0.75,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4996190-0814-F,2019-08-14,,,WFWQC_UT-4996190,STORET-897674169,,,,Flow,,0.54,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996540-0612-F,2019-06-12,,,WFWQC_UT-4996540,STORET-897674179,,,,Flow,,0.48,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4996410-0814-F,2019-08-14,,,WFWQC_UT-4996410,STORET-897674157,,,,Flow,,0.19,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4994952-0212-F,2019-02-12,,,WFWQC_UT-4994952,STORET-897674036,,,,Flow,,0.2,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4995210-0116-F,2019-01-16,,,WFWQC_UT-4995210,STORET-897674091,,,,Flow,,0.47,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4917712-0813-F,2019-08-13,,,WFWQC_UT-4917712,STORET-897674229,,,,Flow,,0.24,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4996540-0403-F,2019-04-03,,,WFWQC_UT-4996540,STORET-897674177,,,,Flow,,0.89,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996100-0612-F,2019-06-12,,,WFWQC_UT-4996100,STORET-897674215,,,,Flow,,4.32,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4996550-0717-F,2019-07-17,,,WFWQC_UT-4996550,STORET-897674144,,,,Flow,,0.52,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996410-0612-F,2019-06-12,,,WFWQC_UT-4996410,STORET-897674155,,,,Flow,,0.32,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4995043-0115-F,2019-01-15,,,WFWQC_UT-4995043,STORET-897674069,,,,Flow,,0.96,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4995043-0402-F,2019-04-02,,,WFWQC_UT-4995043,STORET-897674072,,,,Flow,,0.87,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4996020-0814-F,2019-08-14,,,WFWQC_UT-4996020,STORET-897674263,,,,Flow,,6,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4995075-0402-F,2019-04-02,,,WFWQC_UT-4995075,STORET-897674082,,,,Flow,,0.45,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996540-1016-F,2019-10-16,,,WFWQC_UT-4996540,STORET-897674183,,,,Flow,,0.1,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996100-0321-F,2019-03-21,,,WFWQC_UT-4996100,STORET-897674212,,,,Flow,,0.75,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4994958-1211-F,2019-12-11,,,WFWQC_UT-4994958,STORET-897674068,,,,Flow,,0.04,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4917712-0910-F,2019-09-10,,,WFWQC_UT-4917712,STORET-897674230,,,,Flow,,0.04,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4995075-0814-F,2019-08-14,,,WFWQC_UT-4995075,STORET-897674086,,,,Flow,,0.38,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4996410-0115-F,2019-01-15,,,WFWQC_UT-4996410,STORET-897674150,,,,Flow,,0.32,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996003-1016-F,2019-10-16,,,WFWQC_UT-4996003,STORET-897674277,,,,Flow,,0.74,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4995043-0813-F,2019-08-13,,,WFWQC_UT-4995043,STORET-897674075,,,,Flow,,0.9452,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0519-4996275-0514-F,2019-05-14,,,WFWQC_UT-4996275,STORET-897674202,,,,Flow,,0.24,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4994948-1211-F,2019-12-11,,,WFWQC_UT-4994948,STORET-897674058,,,,Flow,,0.13,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996680-0611-F,2019-06-11,,,WFWQC_UT-4996680,STORET-897674107,,,,Flow,,23.78,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0519-4996410-0514-F,2019-05-14,,,WFWQC_UT-4996410,STORET-897674154,,,,Flow,,0.31,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4917712-0612-F,2019-06-12,,,WFWQC_UT-4917712,STORET-897674227,,,,Flow,,no flow,m3/sec,,Accepted,,Actual,,,,,,,,,,no flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4996560-1212-F,2019-12-12,,,WFWQC_UT-4996560,STORET-897674137,,,,Flow,,14.6,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4996003-0212-F,2019-02-12,,,WFWQC_UT-4996003,STORET-897674269,,,,Flow,,0.58,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4996560-0814-F,2019-08-14,,,WFWQC_UT-4996560,STORET-897674133,,,,Flow,,13.7,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4994948-0115-F,2019-01-15,,,WFWQC_UT-4994948,STORET-897674047,,,,Flow,,0.15,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0519-4995467-0515-F,2019-05-15,,,WFWQC_UT-4995467,STORET-897674249,,,,Flow,,3.41,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4996003-1212-F,2019-12-12,,,WFWQC_UT-4996003,STORET-897674279,,,,Flow,,0.74,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996560-0320-F,2019-03-20,,,WFWQC_UT-4996560,STORET-897674128,,,,Flow,,13.5,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4994948-0813-F,2019-08-13,,,WFWQC_UT-4994948,STORET-897674054,,,,Flow,,0.02,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4995043-0611-F,2019-06-11,,,WFWQC_UT-4995043,STORET-897674074,,,,Flow,,1.0022,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996020-0319-F,2019-03-19,,,WFWQC_UT-4996020,STORET-897674259,,,,Flow,,4.73,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4917712-0116-F,2019-01-16,,,WFWQC_UT-4917712,STORET-897674222,,,,Flow,,0.06,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4995467-0213-F,2019-02-13,,,WFWQC_UT-4995467,STORET-897674246,,,,Flow,,2.14,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4996022-0911-F,2019-09-11,,,WFWQC_UT-4996022,STORET-897674288,,,,Flow,,1.15,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4996560-0717-F,2019-07-17,,,WFWQC_UT-4996560,STORET-897674132,,,,Flow,,13.8,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4994948-0319-F,2019-03-19,,,WFWQC_UT-4994948,STORET-897674049,,,,Flow,,0.17,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4996020-0212-F,2019-02-12,,,WFWQC_UT-4996020,STORET-897674258,,,,Flow,,4.15,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4994958-0212-F,2019-02-12,,,WFWQC_UT-4994958,STORET-897674059,,,,Flow,,no flow,m3/sec,,Accepted,,Actual,,,,,,,,,,no flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4917712-0319-F,2019-03-19,,,WFWQC_UT-4917712,STORET-897674224,,,,Flow,,0.15,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4996275-0115-F,2019-01-15,,,WFWQC_UT-4996275,STORET-897674198,,,,Flow,,0.62,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4995210-0404-F,2019-04-04,,,WFWQC_UT-4995210,STORET-897674094,,,,Flow,,0.56,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996680-0320-F,2019-03-20,,,WFWQC_UT-4996680,STORET-897674104,,,,Flow,,2.9,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996410-1016-F,2019-10-16,,,WFWQC_UT-4996410,STORET-897674159,,,,Flow,,0.25,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0519-4995575-0515-F,2019-05-15,,,WFWQC_UT-4995575,STORET-897674238,,,,Flow,,17.92,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4995075-0612-F,2019-06-12,,,WFWQC_UT-4995075,STORET-897674084,,,,Flow,,0.48,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4996022-1212-F,2019-12-12,,,WFWQC_UT-4996022,STORET-897674291,,,,Flow,,0.31,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4995210-0716-F,2019-07-16,,,WFWQC_UT-4995210,STORET-897674096,,,,Flow,,0.63,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4995222-1112-F,2019-11-12,,,WFWQC_UT-4995222,STORET-897674299,,,,Flow,,0.02,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0519-4994958-0514-F,2019-05-14,,,WFWQC_UT-4994958,STORET-897674062,,,,Flow,,2.06,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4995210-0910-F,2019-09-10,,,WFWQC_UT-4995210,STORET-897674098,,,,Flow,,0.44,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4996100-0717-F,2019-07-17,,,WFWQC_UT-4996100,STORET-897674216,,,,Flow,,0.36,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996566-1016-F,2019-10-16,,,WFWQC_UT-4996566,STORET-897674195,,,,Flow,,0.77,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4996570-1112-F,2019-11-12,,,WFWQC_UT-4996570,STORET-897674124,,,,Flow,,0.03,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4995575-0813-F,2019-08-13,,,WFWQC_UT-4995575,STORET-897674241,,,,Flow,,no flow,m3/sec,,Accepted,,Actual,,,,,,,,,,no flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4995075-1016-F,2019-10-16,,,WFWQC_UT-4995075,STORET-897674088,,,,Flow,,0.41,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4996410-0212-F,2019-02-12,,,WFWQC_UT-4996410,STORET-897674151,,,,Flow,,0.25,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4996540-0717-F,2019-07-17,,,WFWQC_UT-4996540,STORET-897674180,,,,Flow,,0.35,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4996022-0717-F,2019-07-17,,,WFWQC_UT-4996022,STORET-897674286,,,,Flow,,0.14,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4995575-0611-F,2019-06-11,,,WFWQC_UT-4995575,STORET-897674239,,,,Flow,,16.15,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4994958-0319-F,2019-03-19,,,WFWQC_UT-4994958,STORET-897674060,,,,Flow,,0.44,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4994948-0212-F,2019-02-12,,,WFWQC_UT-4994948,STORET-897674048,,,,Flow,,0.13,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996550-1016-F,2019-10-16,,,WFWQC_UT-4996550,STORET-897674147,,,,Flow,,0.59,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
